Pruning Completed
-----------------------------------------------
[STAGE 3] Finetune for 25 epochs after Pruning
-----------------------------------------------
Ultralytics 8.3.176  Python-3.10.11 torch-2.7.1+cu118 CUDA:0 (NVIDIA GeForce RTX 3060, 12288MiB)
[34m[1mengine\trainer: [0magnostic_nms=False, amp=True, augment=False, auto_augment=randaugment, batch=2, bgr=0.0, box=7.5, cache=False, cfg=None, classes=None, close_mosaic=10, cls=0.5, conf=None, copy_paste=0.0, copy_paste_mode=flip, cos_lr=False, cutmix=0.0, data=C:/Users/PC/Desktop/Project/Torch-Pruning/examples/yolov11n/27073186/TXL-PBC/TXL-PBC/data.yaml, degrees=0.0, deterministic=True, device=None, dfl=1.5, dnn=False, dropout=0.0, dynamic=False, embed=None, epochs=25, erasing=0.4, exist_ok=True, fliplr=0.5, flipud=0.0, format=torchscript, fraction=1.0, freeze=None, half=False, hsv_h=0.015, hsv_s=0.7, hsv_v=0.4, imgsz=640, int8=False, iou=0.7, keras=False, kobj=1.0, line_width=None, lr0=0.001, lrf=0.01, mask_ratio=4, max_det=300, mixup=0.0, mode=train, model=yolo11n.pt, momentum=0.937, mosaic=1.0, multi_scale=False, name=pruned_b2_5.0%_after_finetune, nbs=64, nms=False, opset=None, optimize=False, optimizer=auto, overlap_mask=True, patience=100, perspective=0.0, plots=True, pose=12.0, pretrained=True, profile=False, project=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs, rect=False, resume=False, retina_masks=False, save=True, save_conf=False, save_crop=False, save_dir=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b2_5.0%_after_finetune, save_frames=False, save_json=False, save_period=-1, save_txt=False, scale=0.5, seed=0, shear=0.0, show=False, show_boxes=True, show_conf=True, show_labels=True, simplify=True, single_cls=False, source=None, split=val, stream_buffer=False, task=detect, time=None, tracker=botsort.yaml, translate=0.1, val=True, verbose=True, vid_stride=1, visualize=False, warmup_bias_lr=0.1, warmup_epochs=3.0, warmup_momentum=0.8, weight_decay=0.0005, workers=8, workspace=None
Freezing layer 'model.23.dfl.conv.weight'
[34m[1mAMP: [0mrunning Automatic Mixed Precision (AMP) checks...
[34m[1mAMP: [0mchecks passed 
[34m[1mtrain: [0mFast image access  (ping: 0.00.0 ms, read: 429.9303.2 MB/s, size: 29.0 KB)

[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\92129d1652e75c3892beb376df57d274.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\a8581e04ac765bd3ad658cf8e530a6ea.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\c255521a08b75da09373db44e7f099c5.png: 17 duplicate labels removed
[34m[1mval: [0mFast image access  (ping: 0.00.0 ms, read: 434.0148.7 MB/s, size: 37.5 KB)

[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\val\0ac132c270355979b686c0801e558849.png: 15 duplicate labels removed
Plotting labels to C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b2_5.0%_after_finetune\labels.jpg... 
[34m[1moptimizer:[0m 'optimizer=auto' found, ignoring 'lr0=0.001' and 'momentum=0.937' and determining best 'optimizer', 'lr0' and 'momentum' automatically... 
[34m[1moptimizer:[0m AdamW(lr=0.001429, momentum=0.9) with parameter groups 89 weight(decay=0.0), 96 weight(decay=0.0005), 95 bias(decay=0.0)
Image sizes 640 train, 640 val
Using 8 dataloader workers
Logging results to [1mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b2_5.0%_after_finetune[0m
Starting training for 25 epochs...

      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size

  0%|          | 0/441 [00:00<?, ?it/s]
       1/25     0.582G      0.583     0.4987      0.956         37        640:   0%|          | 0/441 [00:00<?, ?it/s]
       1/25     0.582G      0.583     0.4987      0.956         37        640:   0%|          | 1/441 [00:00<03:29,  2.10it/s]
       1/25     0.582G     0.6017      0.543      1.007         26        640:   0%|          | 1/441 [00:00<03:29,  2.10it/s]
       1/25     0.582G     0.6017      0.543      1.007         26        640:   0%|          | 2/441 [00:00<01:53,  3.87it/s]
       1/25     0.582G     0.6402     0.5627      1.064         29        640:   0%|          | 2/441 [00:00<01:53,  3.87it/s]
       1/25     0.582G     0.6342     0.5464      1.042         46        640:   0%|          | 2/441 [00:00<01:53,  3.87it/s]
       1/25     0.582G     0.6342     0.5464      1.042         46        640:   1%|          | 4/441 [00:00<01:03,  6.93it/s]
       1/25     0.584G     0.6801     0.5742      1.086         30        640:   1%|          | 4/441 [00:00<01:03,  6.93it/s]
       1/25     0.584G     0.6806      0.553      1.074         41        640:   1%|          | 4/441 [00:00<01:03,  6.93it/s]
       1/25     0.584G     0.6806      0.553      1.074         41        640:   1%|1         | 6/441 [00:00<00:47,  9.18it/s]
       1/25     0.584G     0.7156     0.6033      1.101         17        640:   1%|1         | 6/441 [00:00<00:47,  9.18it/s]
       1/25     0.607G     0.6731      0.555      1.053         32        640:  10%|9         | 44/441 [00:03<00:24, 16.46it/s]
       1/25     0.607G     0.6731      0.555      1.053         32        640:  10%|#         | 46/441 [00:03<00:23, 16.49it/s]
       1/25     0.607G     0.6748     0.5563      1.055         46        640:  10%|#         | 46/441 [00:03<00:23, 16.49it/s]
       1/25     0.607G     0.6753     0.5555      1.054         50        640:  10%|#         | 46/441 [00:03<00:23, 16.49it/s]
       1/25     0.607G     0.6753     0.5555      1.054         50        640:  11%|#         | 48/441 [00:03<00:23, 16.49it/s]
       1/25     0.607G     0.6733     0.5543      1.054         46        640:  11%|#         | 48/441 [00:03<00:23, 16.49it/s]
       1/25     0.607G       0.67     0.5502      1.051         38        640:  11%|#         | 48/441 [00:03<00:23, 16.49it/s]
       1/25     0.607G       0.67     0.5502      1.051         38        640:  11%|#1        | 50/441 [00:03<00:23, 16.63it/s]
       1/25     0.607G      0.671      0.551      1.052         35        640:  11%|#1        | 50/441 [00:03<00:23, 16.63it/s]
       1/25     0.607G     0.6664     0.5477      1.049         60        640:  11%|#1        | 50/441 [00:03<00:23, 16.63it/s]
       1/25     0.607G     0.6664     0.5477      1.049         60        640:  12%|#1        | 52/441 [00:03<00:23, 16.55it/s]
       1/25     0.607G     0.6672     0.5481      1.048         39        640:  12%|#1        | 52/441 [00:03<00:23, 16.55it/s]
       1/25     0.607G     0.6649     0.5469      1.049         31        640:  12%|#1        | 52/441 [00:03<00:23, 16.55it/s]
       1/25     0.607G     0.6649     0.5469      1.049         31        640:  12%|#2        | 54/441 [00:03<00:22, 16.85it/s]
       1/25     0.607G     0.6639     0.5449      1.048         50        640:  12%|#2        | 54/441 [00:03<00:22, 16.85it/s]
       1/25     0.607G      0.663      0.543      1.049         22        640:  12%|#2        | 54/441 [00:04<00:22, 16.85it/s]
       1/25     0.607G      0.663      0.543      1.049         22        640:  13%|#2        | 56/441 [00:04<00:23, 16.63it/s]
       1/25     0.607G     0.6611     0.5409      1.046         59        640:  13%|#2        | 56/441 [00:04<00:23, 16.63it/s]
       1/25     0.607G     0.6602     0.5405      1.045         73        640:  13%|#2        | 56/441 [00:04<00:23, 16.63it/s]
       1/25     0.607G     0.6602     0.5405      1.045         73        640:  13%|#3        | 58/441 [00:04<00:22, 17.02it/s]
       1/25     0.607G     0.6606     0.5405      1.043         75        640:  13%|#3        | 58/441 [00:04<00:22, 17.02it/s]
       1/25     0.607G     0.6594     0.5392      1.042         52        640:  13%|#3        | 58/441 [00:04<00:22, 17.02it/s]
       1/25     0.607G     0.6594     0.5392      1.042         52        640:  14%|#3        | 60/441 [00:04<00:23, 16.56it/s]
       1/25     0.607G     0.6565      0.537      1.039         47        640:  14%|#3        | 60/441 [00:04<00:23, 16.56it/s]
       1/25     0.607G     0.6546     0.5362      1.038         37        640:  14%|#3        | 60/441 [00:04<00:23, 16.56it/s]
       1/25     0.607G     0.6546     0.5362      1.038         37        640:  14%|#4        | 62/441 [00:04<00:22, 17.14it/s]
       1/25     0.607G     0.6517     0.5345      1.037         22        640:  14%|#4        | 62/441 [00:04<00:22, 17.14it/s]
       1/25     0.607G     0.6551     0.5359      1.041         20        640:  14%|#4        | 62/441 [00:04<00:22, 17.14it/s]
       1/25     0.607G     0.6551     0.5359      1.041         20        640:  15%|#4        | 64/441 [00:04<00:22, 16.91it/s]
       1/25     0.607G     0.6534     0.5331       1.04         38        640:  15%|#4        | 64/441 [00:04<00:22, 16.91it/s]
       1/25     0.609G     0.6503      0.532       1.04         30        640:  15%|#4        | 64/441 [00:04<00:22, 16.91it/s]
       1/25     0.609G     0.6503      0.532       1.04         30        640:  15%|#4        | 66/441 [00:04<00:21, 17.25it/s]
       1/25     0.609G     0.6496     0.5309      1.038         62        640:  15%|#4        | 66/441 [00:04<00:21, 17.25it/s]
       1/25     0.609G     0.6499     0.5295      1.039         31        640:  15%|#4        | 66/441 [00:04<00:21, 17.25it/s]
       1/25     0.609G     0.6499     0.5295      1.039         31        640:  15%|#5        | 68/441 [00:04<00:21, 16.99it/s]
       1/25     0.609G     0.6483     0.5283      1.038         44        640:  15%|#5        | 68/441 [00:04<00:21, 16.99it/s]
       1/25     0.609G     0.6511     0.5301      1.041         21        640:  15%|#5        | 68/441 [00:04<00:21, 16.99it/s]
       1/25     0.609G     0.6511     0.5301      1.041         21        640:  16%|#5        | 70/441 [00:04<00:22, 16.70it/s]
       1/25     0.609G     0.6523     0.5314       1.04         88        640:  16%|#5        | 70/441 [00:04<00:22, 16.70it/s]
       1/25     0.609G     0.6488     0.5289      1.039         20        640:  16%|#5        | 70/441 [00:04<00:22, 16.70it/s]
       1/25     0.609G     0.6464     0.5275      1.037         64        640:  16%|#5        | 70/441 [00:05<00:22, 16.70it/s]
       1/25     0.609G     0.6464     0.5275      1.037         64        640:  17%|#6        | 73/441 [00:05<00:20, 17.53it/s]
       1/25     0.609G     0.6471     0.5274      1.039         26        640:  17%|#6        | 73/441 [00:05<00:20, 17.53it/s]
       1/25     0.609G     0.6475     0.5275      1.038         71        640:  17%|#6        | 73/441 [00:05<00:20, 17.53it/s]
       1/25     0.609G     0.6475     0.5275      1.038         71        640:  17%|#7        | 75/441 [00:05<00:20, 17.62it/s]
       1/25     0.609G     0.6457     0.5266      1.036         82        640:  17%|#7        | 75/441 [00:05<00:20, 17.62it/s]
       1/25     0.609G     0.6467     0.5264      1.037         48        640:  17%|#7        | 75/441 [00:05<00:20, 17.62it/s]
       1/25     0.609G     0.6467     0.5264      1.037         48        640:  17%|#7        | 77/441 [00:05<00:20, 17.70it/s]
       1/25     0.609G     0.6481     0.5262      1.036         72        640:  17%|#7        | 77/441 [00:05<00:20, 17.70it/s]
       1/25     0.609G     0.6485     0.5258      1.036         49        640:  17%|#7        | 77/441 [00:05<00:20, 17.70it/s]
       1/25     0.609G     0.6485     0.5258      1.036         49        640:  18%|#7        | 79/441 [00:05<00:21, 17.21it/s]
       1/25     0.609G     0.6472     0.5241      1.035         54        640:  18%|#7        | 79/441 [00:05<00:21, 17.21it/s]
       1/25     0.609G     0.6477     0.5249      1.035         85        640:  18%|#7        | 79/441 [00:05<00:21, 17.21it/s]
       1/25     0.609G     0.6477     0.5249      1.035         85        640:  18%|#8        | 81/441 [00:05<00:20, 17.76it/s]
       1/25     0.609G     0.6471     0.5238      1.034         40        640:  18%|#8        | 81/441 [00:05<00:20, 17.76it/s]
       1/25     0.609G     0.6445     0.5225      1.033         27        640:  18%|#8        | 81/441 [00:05<00:20, 17.76it/s]
       1/25     0.609G     0.6445     0.5225      1.033         27        640:  19%|#8        | 83/441 [00:05<00:20, 17.40it/s]
       1/25     0.609G     0.6442     0.5224      1.032         69        640:  19%|#8        | 83/441 [00:05<00:20, 17.40it/s]
       1/25     0.609G     0.6445      0.522      1.033         44        640:  19%|#8        | 83/441 [00:05<00:20, 17.40it/s]
       1/25     0.609G     0.6445      0.522      1.033         44        640:  19%|#9        | 85/441 [00:05<00:20, 17.25it/s]
       1/25     0.609G     0.6446     0.5217      1.032         51        640:  19%|#9        | 85/441 [00:05<00:20, 17.25it/s]
       1/25     0.609G     0.6447     0.5215      1.033         44        640:  19%|#9        | 85/441 [00:05<00:20, 17.25it/s]
       1/25     0.609G     0.6447     0.5215      1.033         44        640:  20%|#9        | 87/441 [00:05<00:19, 17.86it/s]
       1/25     0.609G     0.6435     0.5208      1.032         34        640:  20%|#9        | 87/441 [00:05<00:19, 17.86it/s]
       1/25     0.609G      0.644     0.5202      1.032         54        640:  20%|#9        | 87/441 [00:05<00:19, 17.86it/s]
       1/25     0.609G      0.644     0.5202      1.032         54        640:  20%|##        | 89/441 [00:05<00:20, 17.56it/s]
       1/25     0.609G     0.6436     0.5188      1.031         53        640:  20%|##        | 89/441 [00:05<00:20, 17.56it/s]
       1/25     0.609G     0.6437     0.5198      1.032         38        640:  20%|##        | 89/441 [00:06<00:20, 17.56it/s]
       1/25     0.609G     0.6437     0.5198      1.032         38        640:  21%|##        | 91/441 [00:06<00:20, 17.26it/s]
       1/25     0.609G     0.6451     0.5199      1.033         23        640:  21%|##        | 91/441 [00:06<00:20, 17.26it/s]
       1/25     0.609G     0.6434     0.5184      1.032         40        640:  21%|##        | 91/441 [00:06<00:20, 17.26it/s]
       1/25     0.609G      0.642     0.5176      1.031         24        640:  21%|##        | 91/441 [00:06<00:20, 17.26it/s]
       1/25     0.609G      0.642     0.5176      1.031         24        640:  21%|##1       | 94/441 [00:06<00:20, 17.30it/s]
       1/25     0.609G     0.6428     0.5177      1.033         29        640:  21%|##1       | 94/441 [00:06<00:20, 17.30it/s]
       1/25     0.609G     0.6437      0.517      1.034         38        640:  21%|##1       | 94/441 [00:06<00:20, 17.30it/s]
