Pruning Completed
-----------------------------------------------
[STAGE 3] Finetune for 25 epochs after Pruning
-----------------------------------------------
Ultralytics 8.3.176  Python-3.10.11 torch-2.7.1+cu118 CUDA:0 (NVIDIA GeForce RTX 3060, 12288MiB)
[34m[1mengine\trainer: [0magnostic_nms=False, amp=True, augment=False, auto_augment=randaugment, batch=16, bgr=0.0, box=7.5, cache=False, cfg=None, classes=None, close_mosaic=10, cls=0.5, conf=None, copy_paste=0.0, copy_paste_mode=flip, cos_lr=False, cutmix=0.0, data=C:/Users/PC/Desktop/Project/Torch-Pruning/examples/yolov11n/27073186/TXL-PBC/TXL-PBC/data.yaml, degrees=0.0, deterministic=True, device=None, dfl=1.5, dnn=False, dropout=0.0, dynamic=False, embed=None, epochs=25, erasing=0.4, exist_ok=True, fliplr=0.5, flipud=0.0, format=torchscript, fraction=1.0, freeze=None, half=False, hsv_h=0.015, hsv_s=0.7, hsv_v=0.4, imgsz=640, int8=False, iou=0.7, keras=False, kobj=1.0, line_width=None, lr0=0.001, lrf=0.01, mask_ratio=4, max_det=300, mixup=0.0, mode=train, model=yolo11n.pt, momentum=0.937, mosaic=1.0, multi_scale=False, name=pruned_b16_75.0%_after_finetune, nbs=64, nms=False, opset=None, optimize=False, optimizer=auto, overlap_mask=True, patience=100, perspective=0.0, plots=True, pose=12.0, pretrained=True, profile=False, project=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs, rect=False, resume=False, retina_masks=False, save=True, save_conf=False, save_crop=False, save_dir=C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune, save_frames=False, save_json=False, save_period=-1, save_txt=False, scale=0.5, seed=0, shear=0.0, show=False, show_boxes=True, show_conf=True, show_labels=True, simplify=True, single_cls=False, source=None, split=val, stream_buffer=False, task=detect, time=None, tracker=botsort.yaml, translate=0.1, val=True, verbose=True, vid_stride=1, visualize=False, warmup_bias_lr=0.1, warmup_epochs=3.0, warmup_momentum=0.8, weight_decay=0.0005, workers=8, workspace=None
Freezing layer 'model.23.dfl.conv.weight'
[34m[1mAMP: [0mrunning Automatic Mixed Precision (AMP) checks...
[34m[1mAMP: [0mchecks passed 
[34m[1mtrain: [0mFast image access  (ping: 0.00.0 ms, read: 422.5298.9 MB/s, size: 29.0 KB)
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\train.cache... 882 images, 0 backgrounds, 0 corrupt: 100%|##########| 882/882 [00:00<?, ?it/s]
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\92129d1652e75c3892beb376df57d274.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\a8581e04ac765bd3ad658cf8e530a6ea.png: 1 duplicate labels removed
[34m[1mtrain: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\train\c255521a08b75da09373db44e7f099c5.png: 17 duplicate labels removed
[34m[1mval: [0mFast image access  (ping: 0.00.0 ms, read: 422.2203.0 MB/s, size: 37.5 KB)
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mScanning C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\labels\val.cache... 252 images, 0 backgrounds, 0 corrupt: 100%|##########| 252/252 [00:00<?, ?it/s]
[34m[1mval: [0mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\27073186\TXL-PBC\TXL-PBC\images\val\0ac132c270355979b686c0801e558849.png: 15 duplicate labels removed
Plotting labels to C:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune\labels.jpg... 
[34m[1moptimizer:[0m 'optimizer=auto' found, ignoring 'lr0=0.001' and 'momentum=0.937' and determining best 'optimizer', 'lr0' and 'momentum' automatically... 
[34m[1moptimizer:[0m AdamW(lr=0.001429, momentum=0.9) with parameter groups 89 weight(decay=0.0), 96 weight(decay=0.0005), 95 bias(decay=0.0)
Image sizes 640 train, 640 val
Using 8 dataloader workers
Logging results to [1mC:\Users\PC\Desktop\Project\Torch-Pruning\examples\yolov11n\runs\pruned_b16_75.0%_after_finetune[0m
Starting training for 25 epochs...
      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size
  0%|          | 0/56 [00:00<?, ?it/s]
       1/25      1.71G      2.925      4.057      2.688        309        640:   0%|          | 0/56 [00:00<?, ?it/s]
       5/25      2.08G      1.013     0.8799      1.224        375        640:  41%|####1     | 23/56 [00:02<00:03,  8.90it/s]
       5/25      2.08G       1.01     0.8776      1.222        349        640:  41%|####1     | 23/56 [00:02<00:03,  8.90it/s]
       5/25      2.08G       1.01     0.8776      1.222        349        640:  43%|####2     | 24/56 [00:02<00:03,  8.91it/s]
       5/25      2.08G      1.007     0.8755       1.22        410        640:  43%|####2     | 24/56 [00:02<00:03,  8.91it/s]
       5/25      2.08G      1.007     0.8755       1.22        410        640:  45%|####4     | 25/56 [00:02<00:03,  9.03it/s]
       5/25      2.08G      1.005     0.8746      1.218        381        640:  45%|####4     | 25/56 [00:02<00:03,  9.03it/s]
       5/25      2.08G      1.005     0.8746      1.218        381        640:  46%|####6     | 26/56 [00:02<00:03,  8.70it/s]
       5/25      2.23G      1.008     0.8763      1.219        425        640:  46%|####6     | 26/56 [00:03<00:03,  8.70it/s]
       5/25      2.23G      1.008     0.8763      1.219        425        640:  48%|####8     | 27/56 [00:03<00:03,  8.70it/s]
       5/25      2.23G      1.009     0.8739      1.218        346        640:  48%|####8     | 27/56 [00:03<00:03,  8.70it/s]
       5/25      2.23G      1.009     0.8739      1.218        346        640:  50%|#####     | 28/56 [00:03<00:03,  8.91it/s]
       5/25      2.23G      1.009     0.8751      1.218        441        640:  50%|#####     | 28/56 [00:03<00:03,  8.91it/s]
       5/25      2.23G      1.009     0.8751      1.218        441        640:  52%|#####1    | 29/56 [00:03<00:03,  8.97it/s]
       5/25      2.23G      1.008     0.8726      1.217        299        640:  52%|#####1    | 29/56 [00:03<00:03,  8.97it/s]
       5/25      2.23G      1.008     0.8726      1.217        299        640:  54%|#####3    | 30/56 [00:03<00:03,  8.61it/s]
       5/25      2.23G       1.01     0.8706      1.218        351        640:  54%|#####3    | 30/56 [00:03<00:03,  8.61it/s]
       5/25      2.23G       1.01     0.8706      1.218        351        640:  55%|#####5    | 31/56 [00:03<00:02,  8.86it/s]
       5/25      2.23G      1.007     0.8686      1.218        362        640:  55%|#####5    | 31/56 [00:03<00:02,  8.86it/s]
       5/25      2.23G      1.007     0.8686      1.218        362        640:  57%|#####7    | 32/56 [00:03<00:02,  9.08it/s]
       5/25      2.23G      1.007     0.8679      1.218        335        640:  57%|#####7    | 32/56 [00:03<00:02,  9.08it/s]
       5/25      2.23G      1.007     0.8679      1.218        335        640:  59%|#####8    | 33/56 [00:03<00:02,  9.13it/s]
       5/25      2.23G      1.008     0.8674      1.218        347        640:  59%|#####8    | 33/56 [00:03<00:02,  9.13it/s]
       5/25      2.23G      1.008     0.8674      1.218        347        640:  61%|######    | 34/56 [00:03<00:02,  8.59it/s]
       5/25      2.23G      1.008     0.8673      1.217        412        640:  61%|######    | 34/56 [00:03<00:02,  8.59it/s]
       5/25      2.23G      1.008     0.8673      1.217        412        640:  62%|######2   | 35/56 [00:03<00:02,  8.82it/s]
       5/25      2.23G      1.004     0.8636      1.214        367        640:  62%|######2   | 35/56 [00:04<00:02,  8.82it/s]
       5/25      2.23G      1.004     0.8636      1.214        367        640:  64%|######4   | 36/56 [00:04<00:02,  8.96it/s]
       5/25      2.23G      1.005     0.8633      1.214        411        640:  64%|######4   | 36/56 [00:04<00:02,  8.96it/s]
       5/25      2.23G      1.005     0.8633      1.214        411        640:  66%|######6   | 37/56 [00:04<00:02,  9.07it/s]
       5/25      2.23G      1.003     0.8617      1.212        388        640:  66%|######6   | 37/56 [00:04<00:02,  9.07it/s]
       5/25      2.23G      1.003     0.8617      1.212        388        640:  68%|######7   | 38/56 [00:04<00:02,  8.63it/s]
       5/25      2.23G      1.001     0.8603       1.21        430        640:  68%|######7   | 38/56 [00:04<00:02,  8.63it/s]
       5/25      2.23G      1.001     0.8603       1.21        430        640:  70%|######9   | 39/56 [00:04<00:01,  8.85it/s]
       5/25      2.23G          1     0.8581       1.21        357        640:  70%|######9   | 39/56 [00:04<00:01,  8.85it/s]
       5/25      2.23G          1     0.8581       1.21        357        640:  71%|#######1  | 40/56 [00:04<00:01,  9.00it/s]
       5/25      2.23G     0.9957     0.8557      1.208        318        640:  71%|#######1  | 40/56 [00:04<00:01,  9.00it/s]
       5/25      2.23G     0.9957     0.8557      1.208        318        640:  73%|#######3  | 41/56 [00:04<00:01,  9.15it/s]
       5/25      2.23G     0.9916     0.8535      1.205        324        640:  73%|#######3  | 41/56 [00:04<00:01,  9.15it/s]
       5/25      2.23G     0.9916     0.8535      1.205        324        640:  75%|#######5  | 42/56 [00:04<00:01,  8.74it/s]
       5/25      2.23G      0.993     0.8535      1.208        306        640:  75%|#######5  | 42/56 [00:04<00:01,  8.74it/s]
       5/25      2.23G      0.993     0.8535      1.208        306        640:  77%|#######6  | 43/56 [00:04<00:01,  8.95it/s]
       5/25      2.23G     0.9921     0.8524      1.206        415        640:  77%|#######6  | 43/56 [00:04<00:01,  8.95it/s]
       5/25      2.23G     0.9921     0.8524      1.206        415        640:  79%|#######8  | 44/56 [00:04<00:01,  9.04it/s]
       5/25      2.23G     0.9902     0.8517      1.205        434        640:  79%|#######8  | 44/56 [00:05<00:01,  9.04it/s]
       5/25      2.23G     0.9902     0.8517      1.205        434        640:  80%|########  | 45/56 [00:05<00:01,  8.95it/s]
       5/25      2.23G     0.9884     0.8495      1.204        344        640:  80%|########  | 45/56 [00:05<00:01,  8.95it/s]
       5/25      2.23G     0.9884     0.8495      1.204        344        640:  82%|########2 | 46/56 [00:05<00:01,  8.57it/s]
       5/25      2.23G      0.988     0.8489      1.203        336        640:  82%|########2 | 46/56 [00:05<00:01,  8.57it/s]
       5/25      2.23G      0.988     0.8489      1.203        336        640:  84%|########3 | 47/56 [00:05<00:01,  8.75it/s]
       5/25      2.23G     0.9867     0.8468      1.202        358        640:  84%|########3 | 47/56 [00:05<00:01,  8.75it/s]
       5/25      2.23G     0.9867     0.8468      1.202        358        640:  86%|########5 | 48/56 [00:05<00:00,  9.00it/s]
       5/25      2.23G     0.9847     0.8453      1.201        356        640:  86%|########5 | 48/56 [00:05<00:00,  9.00it/s]
       5/25      2.23G     0.9847     0.8453      1.201        356        640:  88%|########7 | 49/56 [00:05<00:00,  9.09it/s]
       5/25      2.23G      0.985     0.8451        1.2        362        640:  88%|########7 | 49/56 [00:05<00:00,  9.09it/s]
       5/25      2.23G      0.985     0.8451        1.2        362        640:  89%|########9 | 50/56 [00:05<00:00,  8.71it/s]
       5/25      2.23G     0.9865     0.8456      1.201        357        640:  89%|########9 | 50/56 [00:05<00:00,  8.71it/s]
       5/25      2.23G     0.9865     0.8456      1.201        357        640:  91%|#########1| 51/56 [00:05<00:00,  8.91it/s]
       5/25      2.23G     0.9855     0.8455        1.2        467        640:  91%|#########1| 51/56 [00:05<00:00,  8.91it/s]
       5/25      2.23G     0.9855     0.8455        1.2        467        640:  93%|#########2| 52/56 [00:05<00:00,  9.03it/s]
       5/25      2.23G     0.9857      0.844        1.2        397        640:  93%|#########2| 52/56 [00:05<00:00,  9.03it/s]
       5/25      2.23G     0.9857      0.844        1.2        397        640:  95%|#########4| 53/56 [00:05<00:00,  9.03it/s]
       5/25      2.23G     0.9853     0.8429      1.199        424        640:  95%|#########4| 53/56 [00:06<00:00,  9.03it/s]
       5/25      2.23G     0.9853     0.8429      1.199        424        640:  96%|#########6| 54/56 [00:06<00:00,  8.83it/s]
       5/25      2.23G     0.9834      0.842      1.198        349        640:  96%|#########6| 54/56 [00:06<00:00,  8.83it/s]
       5/25      2.23G     0.9834      0.842      1.198        349        640:  98%|#########8| 55/56 [00:06<00:00,  8.88it/s]
       5/25      2.23G     0.9827     0.8411      1.198         49        640:  98%|#########8| 55/56 [00:06<00:00,  8.88it/s]
       5/25      2.23G     0.9827     0.8411      1.198         49        640: 100%|##########| 56/56 [00:06<00:00,  8.96it/s]


                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):   0%|          | 0/8 [00:00<?, ?it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  12%|#2        | 1/8 [00:00<00:00,  7.78it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  25%|##5       | 2/8 [00:00<00:00,  7.71it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  38%|###7      | 3/8 [00:00<00:00,  7.79it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  50%|#####     | 4/8 [00:00<00:00,  7.87it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  62%|######2   | 5/8 [00:00<00:00,  7.80it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  75%|#######5  | 6/8 [00:00<00:00,  7.66it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  88%|########7 | 7/8 [00:00<00:00,  7.74it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  8.02it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95): 100%|##########| 8/8 [00:01<00:00,  7.86it/s]

                   all        252       3737      0.947      0.626       0.73      0.534



      Epoch    GPU_mem   box_loss   cls_loss   dfl_loss  Instances       Size


  0%|          | 0/56 [00:00<?, ?it/s]
       6/25      2.23G     0.8922     0.7881      1.135        417        640:   0%|          | 0/56 [00:00<?, ?it/s]
       6/25      2.23G     0.8922     0.7881      1.135        417        640:   2%|1         | 1/56 [00:00<00:07,  7.77it/s]
       6/25      2.23G     0.8842     0.7482       1.13        358        640:   2%|1         | 1/56 [00:00<00:07,  7.77it/s]
       6/25      2.23G     0.8842     0.7482       1.13        358        640:   4%|3         | 2/56 [00:00<00:07,  7.66it/s]
       6/25      2.23G     0.9252     0.8032      1.186        271        640:   4%|3         | 2/56 [00:00<00:07,  7.66it/s]
       6/25      2.23G     0.9252     0.8032      1.186        271        640:   5%|5         | 3/56 [00:00<00:06,  8.49it/s]
       6/25      2.23G     0.9181     0.7983      1.181        317        640:   5%|5         | 3/56 [00:00<00:06,  8.49it/s]
       6/25      2.23G     0.9181     0.7983      1.181        317        640:   7%|7         | 4/56 [00:00<00:05,  8.78it/s]
       6/25      2.23G     0.9131     0.7938       1.17        407        640:   7%|7         | 4/56 [00:00<00:05,  8.78it/s]
       6/25      2.23G     0.9131     0.7938       1.17        407        640:   9%|8         | 5/56 [00:00<00:05,  8.96it/s]
       6/25      2.23G     0.9052     0.7883      1.162        362        640:   9%|8         | 5/56 [00:00<00:05,  8.96it/s]
       6/25      2.23G     0.9052     0.7883      1.162        362        640:  11%|#         | 6/56 [00:00<00:05,  8.59it/s]
       6/25      2.23G     0.8927     0.7746      1.152        359        640:  11%|#         | 6/56 [00:00<00:05,  8.59it/s]
       6/25      2.23G     0.8927     0.7746      1.152        359        640:  12%|#2        | 7/56 [00:00<00:05,  8.86it/s]
       6/25      2.23G     0.8883     0.7646      1.151        392        640:  12%|#2        | 7/56 [00:00<00:05,  8.86it/s]
       6/25      2.23G     0.8883     0.7646      1.151        392        640:  14%|#4        | 8/56 [00:00<00:05,  9.05it/s]
       6/25      2.23G     0.8902     0.7677       1.15        459        640:  14%|#4        | 8/56 [00:01<00:05,  9.05it/s]
       6/25      2.23G     0.8902     0.7677       1.15        459        640:  16%|#6        | 9/56 [00:01<00:05,  8.91it/s]
       6/25      2.23G     0.8829     0.7647      1.148        325        640:  16%|#6        | 9/56 [00:01<00:05,  8.91it/s]
       6/25      2.23G     0.8829     0.7647      1.148        325        640:  18%|#7        | 10/56 [00:01<00:05,  8.65it/s]
       6/25      2.23G     0.8806     0.7602      1.146        355        640:  18%|#7        | 10/56 [00:01<00:05,  8.65it/s]
       6/25      2.23G     0.8806     0.7602      1.146        355        640:  20%|#9        | 11/56 [00:01<00:05,  8.85it/s]
       6/25      2.23G     0.8875     0.7653      1.146        475        640:  20%|#9        | 11/56 [00:01<00:05,  8.85it/s]
       6/25      2.23G     0.8875     0.7653      1.146        475        640:  21%|##1       | 12/56 [00:01<00:04,  9.00it/s]
       6/25      2.23G     0.8932     0.7674      1.146        448        640:  21%|##1       | 12/56 [00:01<00:04,  9.00it/s]
       6/25      2.23G     0.8932     0.7674      1.146        448        640:  23%|##3       | 13/56 [00:01<00:04,  9.09it/s]
       6/25      2.23G     0.9002     0.7724      1.147        459        640:  23%|##3       | 13/56 [00:01<00:04,  9.09it/s]
       6/25      2.23G     0.9002     0.7724      1.147        459        640:  25%|##5       | 14/56 [00:01<00:04,  8.68it/s]
       6/25      2.23G     0.8934     0.7713      1.145        300        640:  25%|##5       | 14/56 [00:01<00:04,  8.68it/s]
       6/25      2.23G     0.8934     0.7713      1.145        300        640:  27%|##6       | 15/56 [00:01<00:04,  8.92it/s]
       6/25      2.23G      0.895     0.7714      1.149        289        640:  27%|##6       | 15/56 [00:01<00:04,  8.92it/s]
       6/25      2.23G      0.895     0.7714      1.149        289        640:  29%|##8       | 16/56 [00:01<00:04,  9.01it/s]
       6/25      2.23G     0.8926     0.7683      1.147        380        640:  29%|##8       | 16/56 [00:01<00:04,  9.01it/s]
       6/25      2.23G     0.8926     0.7683      1.147        380        640:  30%|###       | 17/56 [00:01<00:04,  9.13it/s]
       6/25      2.23G     0.8949     0.7681      1.147        367        640:  30%|###       | 17/56 [00:02<00:04,  9.13it/s]
       6/25      2.23G     0.8949     0.7681      1.147        367        640:  32%|###2      | 18/56 [00:02<00:04,  8.72it/s]
       6/25      2.23G     0.8917     0.7663      1.144        429        640:  32%|###2      | 18/56 [00:02<00:04,  8.72it/s]
       6/25      2.23G     0.8917     0.7663      1.144        429        640:  34%|###3      | 19/56 [00:02<00:04,  8.90it/s]
       6/25      2.23G     0.8906     0.7625      1.142        421        640:  34%|###3      | 19/56 [00:02<00:04,  8.90it/s]
       6/25      2.23G     0.8906     0.7625      1.142        421        640:  36%|###5      | 20/56 [00:02<00:03,  9.02it/s]
       6/25      2.23G     0.8891      0.762      1.142        376        640:  36%|###5      | 20/56 [00:02<00:03,  9.02it/s]
       6/25      2.23G     0.8891      0.762      1.142        376        640:  38%|###7      | 21/56 [00:02<00:03,  8.95it/s]
       6/25      2.23G     0.8893     0.7634      1.142        428        640:  38%|###7      | 21/56 [00:02<00:03,  8.95it/s]
       6/25      2.23G     0.8893     0.7634      1.142        428        640:  39%|###9      | 22/56 [00:02<00:03,  8.61it/s]
       6/25      2.23G     0.8914      0.764      1.144        328        640:  39%|###9      | 22/56 [00:02<00:03,  8.61it/s]
       6/25      2.23G     0.8914      0.764      1.144        328        640:  41%|####1     | 23/56 [00:02<00:03,  8.81it/s]
       6/25      2.23G     0.8898     0.7623      1.144        355        640:  41%|####1     | 23/56 [00:02<00:03,  8.81it/s]
       6/25      2.23G     0.8898     0.7623      1.144        355        640:  43%|####2     | 24/56 [00:02<00:03,  9.01it/s]
       6/25      2.23G     0.8922     0.7676      1.147        292        640:  43%|####2     | 24/56 [00:02<00:03,  9.01it/s]
       6/25      2.23G     0.8922     0.7676      1.147        292        640:  45%|####4     | 25/56 [00:02<00:03,  9.07it/s]
       6/25      2.23G     0.8895      0.765      1.145        362        640:  45%|####4     | 25/56 [00:02<00:03,  9.07it/s]
       6/25      2.23G     0.8895      0.765      1.145        362        640:  46%|####6     | 26/56 [00:02<00:03,  8.57it/s]
       6/25      2.23G     0.8874      0.764      1.143        413        640:  46%|####6     | 26/56 [00:03<00:03,  8.57it/s]
       6/25      2.23G     0.8874      0.764      1.143        413        640:  48%|####8     | 27/56 [00:03<00:03,  8.73it/s]
       6/25      2.23G      0.889      0.763      1.144        399        640:  48%|####8     | 27/56 [00:03<00:03,  8.73it/s]
       6/25      2.23G      0.889      0.763      1.144        399        640:  50%|#####     | 28/56 [00:03<00:03,  8.86it/s]
       6/25      2.23G     0.8895     0.7629      1.144        331        640:  50%|#####     | 28/56 [00:03<00:03,  8.86it/s]
       6/25      2.23G     0.8895     0.7629      1.144        331        640:  52%|#####1    | 29/56 [00:03<00:03,  8.98it/s]
       6/25      2.23G     0.8914     0.7626      1.146        357        640:  52%|#####1    | 29/56 [00:03<00:03,  8.98it/s]
       6/25      2.23G     0.8914     0.7626      1.146        357        640:  54%|#####3    | 30/56 [00:03<00:03,  8.64it/s]
       6/25      2.23G     0.8919     0.7618      1.146        358        640:  54%|#####3    | 30/56 [00:03<00:03,  8.64it/s]
       6/25      2.23G     0.8919     0.7618      1.146        358        640:  55%|#####5    | 31/56 [00:03<00:02,  8.90it/s]
       6/25      2.23G     0.8899     0.7597      1.144        438        640:  55%|#####5    | 31/56 [00:03<00:02,  8.90it/s]
       6/25      2.23G     0.8899     0.7597      1.144        438        640:  57%|#####7    | 32/56 [00:03<00:02,  8.95it/s]
       6/25      2.23G     0.8912     0.7609      1.144        388        640:  57%|#####7    | 32/56 [00:03<00:02,  8.95it/s]
       6/25      2.23G     0.8912     0.7609      1.144        388        640:  59%|#####8    | 33/56 [00:03<00:02,  8.93it/s]
       6/25      2.23G     0.8889     0.7589      1.145        271        640:  59%|#####8    | 33/56 [00:03<00:02,  8.93it/s]
       6/25      2.23G     0.8889     0.7589      1.145        271        640:  61%|######    | 34/56 [00:03<00:02,  8.59it/s]
       6/25      2.23G     0.8885     0.7619      1.147        260        640:  61%|######    | 34/56 [00:03<00:02,  8.59it/s]
       6/25      2.23G     0.8885     0.7619      1.147        260        640:  62%|######2   | 35/56 [00:03<00:02,  8.92it/s]
       6/25      2.23G     0.8891     0.7609      1.147        359        640:  62%|######2   | 35/56 [00:04<00:02,  8.92it/s]
       6/25      2.23G     0.8891     0.7609      1.147        359        640:  64%|######4   | 36/56 [00:04<00:02,  8.99it/s]
       6/25      2.23G      0.889     0.7599      1.147        361        640:  64%|######4   | 36/56 [00:04<00:02,  8.99it/s]
       6/25      2.23G      0.889     0.7599      1.147        361        640:  66%|######6   | 37/56 [00:04<00:02,  9.05it/s]
       6/25      2.23G     0.8887     0.7589      1.148        323        640:  66%|######6   | 37/56 [00:04<00:02,  9.05it/s]
       6/25      2.23G     0.8887     0.7589      1.148        323        640:  68%|######7   | 38/56 [00:04<00:02,  8.69it/s]
       6/25      2.23G     0.8903     0.7589      1.149        351        640:  68%|######7   | 38/56 [00:04<00:02,  8.69it/s]
       6/25      2.23G     0.8903     0.7589      1.149        351        640:  70%|######9   | 39/56 [00:04<00:01,  8.81it/s]
       6/25      2.23G     0.8895     0.7572      1.148        342        640:  70%|######9   | 39/56 [00:04<00:01,  8.81it/s]
       6/25      2.23G     0.8895     0.7572      1.148        342        640:  71%|#######1  | 40/56 [00:04<00:01,  9.09it/s]
       6/25      2.23G     0.8899     0.7567      1.148        384        640:  71%|#######1  | 40/56 [00:04<00:01,  9.09it/s]
       6/25      2.23G     0.8899     0.7567      1.148        384        640:  73%|#######3  | 41/56 [00:04<00:01,  9.10it/s]
       6/25      2.23G     0.8879     0.7557      1.148        324        640:  73%|#######3  | 41/56 [00:04<00:01,  9.10it/s]
       6/25      2.23G     0.8879     0.7557      1.148        324        640:  75%|#######5  | 42/56 [00:04<00:01,  8.86it/s]
       6/25      2.23G     0.8874     0.7555      1.148        328        640:  75%|#######5  | 42/56 [00:04<00:01,  8.86it/s]
       6/25      2.23G     0.8874     0.7555      1.148        328        640:  77%|#######6  | 43/56 [00:04<00:01,  8.89it/s]
       6/25      2.23G     0.8883     0.7561      1.148        345        640:  77%|#######6  | 43/56 [00:04<00:01,  8.89it/s]
       6/25      2.23G     0.8883     0.7561      1.148        345        640:  79%|#######8  | 44/56 [00:04<00:01,  9.01it/s]
       6/25      2.23G     0.8895     0.7575      1.149        347        640:  79%|#######8  | 44/56 [00:05<00:01,  9.01it/s]
       6/25      2.23G     0.8895     0.7575      1.149        347        640:  80%|########  | 45/56 [00:05<00:01,  9.08it/s]
       6/25      2.23G     0.8913     0.7581      1.151        313        640:  80%|########  | 45/56 [00:05<00:01,  9.08it/s]
       6/25      2.23G     0.8913     0.7581      1.151        313        640:  82%|########2 | 46/56 [00:05<00:01,  8.60it/s]
       6/25      2.23G     0.8904     0.7574       1.15        352        640:  82%|########2 | 46/56 [00:05<00:01,  8.60it/s]
       6/25      2.23G     0.8904     0.7574       1.15        352        640:  84%|########3 | 47/56 [00:05<00:01,  8.87it/s]
       6/25      2.23G     0.8916     0.7581      1.151        293        640:  84%|########3 | 47/56 [00:05<00:01,  8.87it/s]
       6/25      2.23G     0.8916     0.7581      1.151        293        640:  86%|########5 | 48/56 [00:05<00:00,  8.85it/s]
       6/25      2.23G      0.893     0.7591      1.152        334        640:  86%|########5 | 48/56 [00:05<00:00,  8.85it/s]
       6/25      2.23G      0.893     0.7591      1.152        334        640:  88%|########7 | 49/56 [00:05<00:00,  8.90it/s]
       6/25      2.23G     0.8928     0.7581      1.152        286        640:  88%|########7 | 49/56 [00:05<00:00,  8.90it/s]
       6/25      2.23G     0.8928     0.7581      1.152        286        640:  89%|########9 | 50/56 [00:05<00:00,  8.58it/s]
       6/25      2.23G     0.8927     0.7581      1.152        400        640:  89%|########9 | 50/56 [00:05<00:00,  8.58it/s]
       6/25      2.23G     0.8927     0.7581      1.152        400        640:  91%|#########1| 51/56 [00:05<00:00,  8.69it/s]
       6/25      2.23G      0.891     0.7566      1.151        395        640:  91%|#########1| 51/56 [00:05<00:00,  8.69it/s]
       6/25      2.23G      0.891     0.7566      1.151        395        640:  93%|#########2| 52/56 [00:05<00:00,  8.83it/s]
       6/25      2.23G     0.8904     0.7562       1.15        396        640:  93%|#########2| 52/56 [00:05<00:00,  8.83it/s]
       6/25      2.23G     0.8904     0.7562       1.15        396        640:  95%|#########4| 53/56 [00:05<00:00,  8.92it/s]
       6/25      2.23G     0.8896     0.7571       1.15        362        640:  95%|#########4| 53/56 [00:06<00:00,  8.92it/s]
       6/25      2.23G     0.8896     0.7571       1.15        362        640:  96%|#########6| 54/56 [00:06<00:00,  8.54it/s]
       6/25      2.23G     0.8886     0.7561      1.149        382        640:  96%|#########6| 54/56 [00:06<00:00,  8.54it/s]
       6/25      2.23G     0.8886     0.7561      1.149        382        640:  98%|#########8| 55/56 [00:06<00:00,  8.80it/s]
       6/25      2.23G     0.8909     0.7573      1.153         33        640:  98%|#########8| 55/56 [00:06<00:00,  8.80it/s]
       6/25      2.23G     0.8909     0.7573      1.153         33        640: 100%|##########| 56/56 [00:06<00:00,  8.92it/s]


                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):   0%|          | 0/8 [00:00<?, ?it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  12%|#2        | 1/8 [00:00<00:00,  8.06it/s]
                 Class     Images  Instances      Box(P          R      mAP50  mAP50-95):  25%|##5       | 2/8 [00:00<00:00,  7.81it/s]
